Nom du jeu;Plateforme;Studio de développement;Date de sortie
Nolan Ryan's Baseball;Super Nintendo;Affect;1991-07-02
Nontan to Issho: KuruKuru Puzzle;Super Nintendo;Game Freak;1994-11-25
Nosferatu;Super Nintendo;SETA Corporation;1994-10-07
O-Chan no Oekaki Logic;Super Nintendo;;1995-09-08
Obitus;Super Nintendo;;1991-01-01
Ogre Battle: The March of the Black Queen;Super Nintendo;;1993-03-12
Oishii Puzzle wa Irimasen ka?;Super Nintendo;;1996-03-08
Okamoto Ayako to Match Play Golf;Super Nintendo;;1994-09-23
Old Testament Megami-Tensei;Super Nintendo;;1995-01-01
Olympic Summer Games;Super Nintendo;Silicon Dreams Studios / Tiertex Design Studios;1996-01-01
Ongaku Tsukūru: Kanadeeru;Super Nintendo;Success;1996-04-12
Onita Atsushi FMW;Super Nintendo;;1993-08-06
Onizuka Katsuya Super Virtual Boxing;Super Nintendo;Sting;1993-11-26
Operation Europe: Path to Victory;Super Nintendo;Koei;1993-01-16
Operation Logic Bomb;Super Nintendo;Jaleco;1993-04-23
Operation Thunderbolt;Super Nintendo;Taito;1988-01-01
Original Japanese Release of Chrono Trigger;Super Nintendo;;1995-03-11
Oscar;Super Nintendo;Flair Software;1993-01-01
Osu!! Karate Bu;Super Nintendo;;1994-08-26
Otoboke Ninja Colosseum;Super Nintendo;;1995-02-25
Otogirisō;Super Nintendo;Chunsoft;1992-03-07
Out to Lunch;Super Nintendo;Mindscape;1993-01-01
Outlander;Super Nintendo;Mindscape;1993-04-01
P.T.O.;Super Nintendo;Koei;1989-01-01
P.T.O. II;Super Nintendo;Koei;1994-02-18
Pac-Attack;Super Nintendo;Namco;1993-01-01
Pac-In-Time;Super Nintendo;Kalisto Entertainment;1994-12-01
Pac-Man;Super Nintendo;Namco;1980-05-22
Pac-Man 2: The New Adventures;Super Nintendo;Namco;1994-01-01
Packy and Marlon;Super Nintendo;;1995-06-01
Paladin's Quest;Super Nintendo;;1992-11-13
Panel de Pon;Super Nintendo;Intelligent Systems;1995-10-27
Panic in Nakayoshi World;Super Nintendo;;1994-11-18
Paperboy 2;Super Nintendo;Tengen;1991-01-01
Papuwa;Super Nintendo;;1994-01-01
Parodius! From Myth to Laughter;Super Nintendo;Konami;1990-04-25
Pastel Jan;Super Nintendo;;
Pawapuro;Super Nintendo;;1995-02-24
PGA European Tour;Super Nintendo;;1994-01-01
PGA Tour 96;Super Nintendo;NuFX;1995-09-23
PGA Tour Golf;Super Nintendo;BlueSky Software;1990-01-01
Phalanx;Super Nintendo;Zoom;1992-01-01
Phantom 2040;Super Nintendo;Sun Corporation;1995-05-04
Pieces;Super Nintendo;Nippon Ichi Software;1994-07-22
Pikiinya!;Super Nintendo;Crea-Tech;1997-01-31
Pilotwings;Super Nintendo;Nintendo Entertainment Analysis & Development;1990-12-21
Pinkie;Super Nintendo;Data Design Interactive;1994-09-01
Pinocchio;Super Nintendo;Bit Managers;1996-01-01
Pit-Fighter;Super Nintendo;Atari Games;1990-01-01
Pitfall: The Mayan Adventure;Super Nintendo;;1994-11-01
Plok;Super Nintendo;Software Creations;1993-09-01
Pocky & Rocky;Super Nintendo;Winning Entertainment Group;1992-12-22
Pocky & Rocky 2;Super Nintendo;Winning Entertainment Group;1994-06-17
Pop'n TwinBee;Super Nintendo;Konami;1993-01-01
Pop'n TwinBee: Rainbow Bell Adventures;Super Nintendo;Konami;1994-01-01
Popeye: Ijiwaru Majo Seahag no Maki;Super Nintendo;Technōs Japan Corporation;1994-08-12
Popful Mail;Super Nintendo;;1991-12-20
Populous;Super Nintendo;Bullfrog Productions;1989-06-05
Populous II: Trials of the Olympian Gods;Super Nintendo;Bullfrog Productions;1991-01-01
Porky Pig's Haunted Holiday;Super Nintendo;Phoenix Studio;1995-01-01
Power Athlete;Super Nintendo;;1992-08-14
Power Instinct;Super Nintendo;;1993-01-01
Power of the Hired;Super Nintendo;;1994-01-01
Power Piggs of the Dark Age;Super Nintendo;Radical Entertainment;1994-01-01
Power Rangers Zeo: Battle Racers;Super Nintendo;Winning Entertainment Group;1996-09-17
Power Slide;Super Nintendo;Motivetime Ltd.;1994-04-12
Power Soukoban;Super Nintendo;;1999-01-01
Powermonger;Super Nintendo;Bullfrog Productions;1990-01-01
Powerslide;Super Nintendo;Ratbag Games;1998-01-01
Prehistorik Man;Super Nintendo;Titus Interactive;1995-06-23
Primal Rage;Super Nintendo;Atari Games;1995-01-01
Prince of Persia 2: The Shadow and the Flame;Super Nintendo;Broderbund;1993-01-01
Princess Minerva;Super Nintendo;Riverhillsoft;1992-12-18
Pro Kishi Jinsei Simulation: Shōgi no Hanamichi;Super Nintendo;Access;1996-02-16
Pro Quarterback;Super Nintendo;Leland Interactive Media;1992-01-01
Pro Sport Hockey;Super Nintendo;Tose Co.;1993-03-06
Pro Yakyū Nettō: Puzzle Stadium;Super Nintendo;;1997-04-25
Pro Yakyū Star;Super Nintendo;Culture Brain;1997-01-17
Project Dream;Super Nintendo;Rare Ltd.;1998-01-01
Psycho Dream;Super Nintendo;Riot;1992-12-11
Push-Over;Super Nintendo;Red Rat Software;1992-01-01
Putty;Super Nintendo;System 3;1992-01-01
Putty Squad;Super Nintendo;System 3;1994-01-01
Puyo Puyo;Super Nintendo;;1991-10-25
Puyo Puyo 2;Super Nintendo;;1994-07-06
Puzzle Bobble;Super Nintendo;Taito;1994-01-01
Puzzle'N Desu!;Super Nintendo;;1995-04-14
Q*bert 3;Super Nintendo;;1992-01-01
R-Type III: The Third Lightning;Super Nintendo;Irem;1993-12-10
R.B.I. Baseball 3;Super Nintendo;;1991-01-01
Race Drivin';Super Nintendo;Atari Games;1990-08-01
Radical Dreamers;Super Nintendo;Square;1996-02-03
Radical Rex;Super Nintendo;Krome Studios Melbourne / Piko Interactive;1994-09-01
Raiden;Super Nintendo;Seibu Kaihatsu;1991-07-06
Rampart;Super Nintendo;Atari Games;1990-01-01
Ranma ½: Chougi Ranbu Hen;Super Nintendo;;1994-04-28
Ranma ½: Chōnai Gekitōhen;Super Nintendo;Nippon Computer Systems;1992-03-27
Ranma ½: Hard Battle;Super Nintendo;Nippon Computer Systems;1992-12-25
Ranma ½: Hidden Treasures of the Crimson Cats;Super Nintendo;;1993-10-22
Rap Jam: Volume One;Super Nintendo;;
Realm;Super Nintendo;Titus Interactive;1997-02-27
Record of Lodoss War;Super Nintendo;;1995-01-01
Recruit Simulation: Shuushoku Game;Super Nintendo;;1995-07-28
Rejoice: Aretha Ōkoku no Kanata;Super Nintendo;Japan Art Media;1995-04-21
Relief Pitcher;Super Nintendo;;1992-01-01
Rendering Ranger: R2;Super Nintendo;Rainbow Arts;1995-11-17
Revolution X;Super Nintendo;Midway Games;1994-05-23
Rex Ronan: Experimental Surgeon;Super Nintendo;Sculptured Software;1994-01-01
Riddick Bowe Boxing;Super Nintendo;Malibu Comics;1994-12-18
Ring ni Kakero;Super Nintendo;;1998-06-01
Rise of the Phoenix;Super Nintendo;Koei;1993-01-01
Rise of the Robots;Super Nintendo;;1994-01-01
Rival Turf!;Super Nintendo;Jaleco;1992-01-01
Road Riot 4WD;Super Nintendo;;1991-01-01
Road Runner's Death Valley Rally;Super Nintendo;ICOM Simulations;1992-12-22
RoboCop 3;Super Nintendo;Ocean Software;1992-10-01
RoboCop Versus The Terminator;Super Nintendo;Virgin Interactive;1993-01-01
Robotrek;Super Nintendo;;1994-07-08
Rock n' Roll Racing;Super Nintendo;Blizzard Entertainment;1993-06-04
Rocko's Modern Life: Spunky's Dangerous Day;Super Nintendo;Viacom;1994-04-01
Rocky Rodent;Super Nintendo;Irem;1993-07-30
Roger Clemens' MVP Baseball;Super Nintendo;Sculptured Software;1991-01-01
Romance of the Three Kingdoms II;Super Nintendo;Koei;1989-10-01
Romance of the Three Kingdoms III: Dragon of Destiny;Super Nintendo;Koei;1992-02-05
Romance of the Three Kingdoms IV: Wall of Fire;Super Nintendo;Koei;1994-12-09
Romancing SaGa;Super Nintendo;Square;1992-01-28
Romancing SaGa 2;Super Nintendo;Square;1993-12-10
Romancing SaGa 3;Super Nintendo;Square;1995-11-11
RPG Tsukūru 2;Super Nintendo;Success;1996-01-31
RPG Tsukūru: Super Dante;Super Nintendo;Kuusoukagaku;1995-03-31
RPM Racing;Super Nintendo;Blizzard Entertainment;1992-03-19
Ruin Arm;Super Nintendo;Tose Co.;1995-06-23
Run Saber;Super Nintendo;GameFAQs;1993-01-01
Saikyou: Takada Nobuhiko;Super Nintendo;;
Sailor Moon;Super Nintendo;Bandai;1993-01-01
Sailor Moon R;Super Nintendo;;1993-01-01
Sailor Moon S - Jougai Rantou!? Shuyaku Soudatsusen;Super Nintendo;;1994-01-01
Sailor Moon S: Jōgai rantō!? Shuyaku sōdatsusen;Super Nintendo;Arc System Works;1994-12-14
Samurai Shodown;Super Nintendo;SNK;1993-08-11
Sangokushi Eiketsuden;Super Nintendo;;1995-12-28
Sanrio World Smash Ball!;Super Nintendo;;1993-07-16
Sansara Naga;Super Nintendo;;1990-03-23
Sansara Naga 2;Super Nintendo;;1994-01-01
Saturday Night Slam Masters;Super Nintendo;Capcom;1993-07-13
Scooby-Doo Mystery;Super Nintendo;Argonaut Games;1995-01-01
SD F-1 Grand Prix;Super Nintendo;Video System;1995-10-27
SD Gundam Gaiden 2: Entaku no Kishi;Super Nintendo;Bandai;1992-01-01
SD Gundam Gaiden: Knight Gundam Monogatari - Ooinaru Isan;Super Nintendo;Bandai;1991-12-21
SD Gundam Generation: Axis Senki;Super Nintendo;Bandai;1996-01-01
SD Gundam Generation: Babylonia Kenkoku Senki;Super Nintendo;Bandai;1996-01-01
SD Gundam Generation: Colony Kaku Senki;Super Nintendo;Bandai;1996-01-01
SD Gundam Generation: Gryps Senki;Super Nintendo;Bandai;1996-01-01
SD Gundam Generation: Ichinen Sensouki;Super Nintendo;Bandai;1996-01-01
SD Gundam Generation: Zanscare Senki;Super Nintendo;Bandai;1996-01-01
SD Gundam: G Next;Super Nintendo;Bandai;1995-12-22
SD Gundam: G Next - Unit & map collection;Super Nintendo;Bandai;1996-01-01
SD Gundam: GX;Super Nintendo;Bandai;1994-01-01
SD Gundam: Power Formation Puzzle;Super Nintendo;Bandai;1996-01-01
SD Kidō Senshi Gundam 2;Super Nintendo;Bandai;1993-01-01
SD Kidō Senshi Gundam: V Sakusen Shidō;Super Nintendo;Bandai;1992-01-01
SD Mobile Suit Gundam;Super Nintendo;;1992-01-01
SD The Great Battle;Super Nintendo;;
SeaQuest DSV;Super Nintendo;Sculptured Software;1994-01-01
Secret of Mana;Super Nintendo;Square;1993-08-06
Secret of the Stars;Super Nintendo;Tecmo;1993-11-05
Seifuku Densetsu Pretty Fighter;Super Nintendo;Genki;1994-12-02
Seijuu Maden: Beasts & Blades;Super Nintendo;;1996-01-01
Sengoku;Super Nintendo;SNK;1991-02-12
Sensible Soccer;Super Nintendo;Sensible Software;1992-01-01
Sgt. Saunders' Combat!;Super Nintendo;;1995-09-29
Shadow of the Beast;Super Nintendo;Ubisoft Reflections;1989-01-01
Shadowrun;Super Nintendo;Krome Studios Melbourne;1993-05-01
Shanghai III;Super Nintendo;Kuusoukagaku / Success / Sun Corporation;1993-11-01
Shaq Fu;Super Nintendo;Delphine Software International;1994-10-01
Shien's Revenge;Super Nintendo;Givro;1994-04-08
Shigetaka Kashiwagi's Top Water Bassing;Super Nintendo;;1995-02-17
Shijō Saikyō League Serie A: Ace Striker;Super Nintendo;;1995-03-31
Shin Kidō Senki Gundam Wing: Endless Duel;Super Nintendo;Winning Entertainment Group;1996-03-29
Shin Megami Tensei;Super Nintendo;;1992-01-01
Shin Megami Tensei If…;Super Nintendo;;1994-10-28
Shin Megami Tensei II;Super Nintendo;;1994-03-18
Shin Momotaro Densetsu;Super Nintendo;;1993-01-01
Shin Nekketsu Kōha: Kunio-tachi no Banka;Super Nintendo;Givro;1994-04-29
Shin Onigashima;Super Nintendo;Nintendo Entertainment Analysis & Development / Pax Softnica;1987-09-04
Shin SD Sengokuden: Daishōgun Retsuden;Super Nintendo;Bandai;
Shin Seikoku: La Wares;Super Nintendo;;1995-04-21
Shinseiki Odysselya;Super Nintendo;;1993-06-18
Shinseiki Odysselya II;Super Nintendo;;1995-10-06
Shiroi Ringu he;Super Nintendo;;1995-10-27
Shodai Nekketsu Kouha Kunio-Kun;Super Nintendo;;1992-01-01
Shutokō Battle '94: Drift King Tsuchiya Keiichi & Bandō Masaaki;Super Nintendo;Genki;1994-05-27
Shōgi Saikyō;Super Nintendo;;1994-12-23
Shōnin yo Taishi wo Idake!!;Super Nintendo;Fortyfive;1995-12-15
Side Pocket;Super Nintendo;Data East;1986-01-01
Silva Saga II: The Legend of Light and Darkness;Super Nintendo;SETA Corporation;1993-06-25
Sim City;Super Nintendo;Electronic Arts;1991-04-26
SimCity 2000;Super Nintendo;Full Fat / Maxis;1993-01-01
SimEarth;Super Nintendo;Maxis;1990-01-01
SimTown;Super Nintendo;Maxis;1995-01-01
Simulation Pro Yakyū;Super Nintendo;Hect;1995-04-28
Sink or Swim;Super Nintendo;Eutechnyx;1993-01-01
Sky Mission;Super Nintendo;;1992-09-29
Skyblazer;Super Nintendo;Ukiyotei;1994-01-01
Sküljagger: Revolt of the Westicans;Super Nintendo;;1992-10-01
Slam Dunk;Super Nintendo;Tose Co.;1994-08-11
Slam Dunk 2: IH Yosen Kanzenban!!;Super Nintendo;;1995-01-01
Slayers;Super Nintendo;Bandai Entertainment Company;1994-06-24
Smart Ball;Super Nintendo;Game Freak;1991-09-13
Smash Tennis;Super Nintendo;Namco;1993-06-25
Smash TV;Super Nintendo;WMS Industries;1990-04-01
Snoopy Concert;Super Nintendo;Pax Softnica;1995-05-19
Snow White: Happily Ever After;Super Nintendo;;1994-10-01
Soccer Kid;Super Nintendo;Krisalis Software;1993-01-01
Socks the Cat Rocks the Hill;Super Nintendo;Kaneko;1993-10-01
Solid Runner;Super Nintendo;Sting;1997-03-28
Song Master;Super Nintendo;Japan Art Media;1992-11-27
Sonic Blast Man;Super Nintendo;Taito;1992-09-25
Sonic Blast Man II;Super Nintendo;;1994-01-01
Sonic the Hedgehog 4;Super Nintendo;;1996-01-01
Soreyuke Ebisumaru Karakuri: Meiro Kieta Goemon no Nazo;Super Nintendo;;1996-01-01
SOS;Super Nintendo;Human Entertainment;1993-05-28
Sougou Kakutougi Rings: Astral Bout 3;Super Nintendo;;1995-01-01
Sougou Kakutougi: Astral Bout 2 - The Total Fighters;Super Nintendo;;1994-01-01
Soukou Kihei Votoms: The Battling Road;Super Nintendo;;1993-01-01
Soul & Sword;Super Nintendo;;1993-11-30
Soul Blazer;Super Nintendo;;1992-01-31
Sound Fantasy;Super Nintendo;Nintendo;
Sound Novel Tsukūru;Super Nintendo;ASCII Corporation / Success;1996-05-31
Space Ace;Super Nintendo;RDI Video Systems;1984-01-01
Space Football: One on One;Super Nintendo;Bits Studios;1992-11-06
Space Invaders;Super Nintendo;Taito;1978-01-01
Space Invaders DX;Super Nintendo;;1994-03-25
Space Megaforce;Super Nintendo;;1992-01-01
Spanky's Quest;Super Nintendo;Winning Entertainment Group;1991-04-26
Spark World;Super Nintendo;;
Sparkster;Super Nintendo;Konami;1994-09-15
Sparkster: Rocket Knight Adventures 2;Super Nintendo;Konami;1994-02-22
Spear of Destiny;Super Nintendo;id Software;1992-09-18
Spectre;Super Nintendo;;1991-01-01
Speed Racer in My Most Dangerous Adventures;Super Nintendo;Radical Entertainment;1994-11-01
Speedy Gonzales: Los Gatos Bandidos;Super Nintendo;Sun Corporation;1995-08-01
Spellcraft: Aspects of Valor;Super Nintendo;;1992-01-01
Spider-Man and the X-Men in Arcade's Revenge;Super Nintendo;Software Creations;1993-08-19
Spider-Man and Venom: Maximum Carnage;Super Nintendo;Software Creations;1994-01-01
Spider-Man Animated Series;Super Nintendo;;1995-01-01
Spindizzy Worlds;Super Nintendo;;1992-08-07
Spirou;Super Nintendo;;1995-01-01
Sports Illustrated: Championship Football & Baseball;Super Nintendo;Malibu Comics;1993-10-01
Spriggan Powered;Super Nintendo;Micronics;1996-07-26
Sprinter Monogatari: Mezase!! Ikkaku Senkin;Super Nintendo;VAP Inc.;1995-04-17
St Andrews: Eikō to Rekishi no Old Course;Super Nintendo;;1995-09-15
Star Fox;Super Nintendo;Argonaut Games / Nintendo Entertainment Analysis & Development;1993-02-21
Star Fox 2;Super Nintendo;Nintendo;2017-09-29
Star Fox: Super Weekend;Super Nintendo;Argonaut Games / Nintendo Entertainment Analysis & Development;1993-01-01
Star Ocean;Super Nintendo;tri-Ace;1996-07-19
Star Trek: Deep Space Nine – Crossroads of Time;Super Nintendo;Appaloosa Interactive;1995-01-01
Star Trek: Starfleet Academy – Starship Bridge Simulator;Super Nintendo;High Voltage Software;1994-12-01
Star Trek: The Next Generation: Future's Past;Super Nintendo;Spectrum HoloByte;1994-01-01
Stardust Suplex;Super Nintendo;;
Stargate;Super Nintendo;Acclaim Studios London;1994-01-01
Stealth;Super Nintendo;;1992-12-18
Steel Talons;Super Nintendo;Atari Games;1991-01-01
Sterling Sharpe: End 2 End;Super Nintendo;Tose Co.;1995-03-01
Steven Seagal Is: The Final Option;Super Nintendo;;
Stone Protectors;Super Nintendo;Eurocom;1994-11-01
Street Fighter Alpha 2;Super Nintendo;Capcom;1996-02-27
Street Fighter II;Super Nintendo;Capcom;1991-02-06
Street Fighter II Turbo;Super Nintendo;Capcom;1992-12-01
Street Fighter II: Champion Edition;Super Nintendo;Capcom;1992-01-01
Street Hockey '95;Super Nintendo;GTE Interactive Media;1994-11-01
Street Racer;Super Nintendo;;1994-12-01
Strike Gunner S.T.G;Super Nintendo;Athena;1992-03-27
Striker;Super Nintendo;;1992-01-01
Stunt Race FX;Super Nintendo;Nintendo Entertainment Analysis & Development;1994-06-04
Sugoi Hebereke;Super Nintendo;OLM, Inc. / Sun Corporation;1994-03-11
Sugoro Quest++: Dicenics;Super Nintendo;;1994-01-01
Sugoroku Ginga Senki;Super Nintendo;Bottom Up;1996-12-19
Sunset Riders;Super Nintendo;Konami;1991-09-04
Supapoon;Super Nintendo;;
Super 3D Noah's Ark;Super Nintendo;Wisdom Tree;1994-01-01
Super Adventure Island;Super Nintendo;Produce!;1992-01-11
Super Adventure Island II;Super Nintendo;Hudson Soft;1994-10-01
Super Air Diver;Super Nintendo;;1993-07-16
Super Back to the Future Part II;Super Nintendo;GameFAQs;1993-07-23
Super Baseball Simulator 1.000;Super Nintendo;Culture Brain;1991-07-12
Super Bases Loaded;Super Nintendo;Tose Co.;1991-05-17
Super Bases Loaded 2;Super Nintendo;Tose Co.;1993-10-01
Super Bases Loaded 3;Super Nintendo;Tose Co.;1994-12-23
Super Batter Up;Super Nintendo;;1992-03-27
Super Battleship;Super Nintendo;;1993-02-18
Super Battletank;Super Nintendo;Imagineering;1992-01-01
Super Battletank 2;Super Nintendo;Imagineering;1994-03-27
Super Bikkuriman;Super Nintendo;Bandai;1993-01-01
Super Birdie Rush;Super Nintendo;;1992-03-06
Super Bomberman;Super Nintendo;Hudson Soft;1993-04-28
Super Bomberman 2;Super Nintendo;Hudson Soft;1994-04-28
Super Bomberman 3;Super Nintendo;Hudson Soft;1995-01-01
Super Bomberman 4;Super Nintendo;Produce!;1996-04-26
Super Bomberman 5;Super Nintendo;Hudson Soft;1997-02-28
Super Bomberman: Panic Bomber W;Super Nintendo;;1995-03-01
Super Bombliss;Super Nintendo;;1995-03-17
Super Bonk;Super Nintendo;Red Entertainment;1994-07-22
Super Bowling;Super Nintendo;;1992-07-03
Super Buster Bros.;Super Nintendo;Capcom;1990-01-01
Super Caesars Palace;Super Nintendo;Majesco Entertainment;1993-10-21
Super Casino 2;Super Nintendo;;1994-10-28
Super Castles;Super Nintendo;;
Super Chase H.Q.;Super Nintendo;Taito;1992-01-01
Super Chinese Fighter;Super Nintendo;Culture Brain;1995-01-03
Super Chinese World 2;Super Nintendo;Culture Brain;1993-10-23
Super Chinese World 3;Super Nintendo;Culture Brain;1995-12-22
Super Conflict;Super Nintendo;EA Seattle;1993-03-01
Super Dany;Super Nintendo;Cryo Interactive;1995-01-01
Super Dimension Fortress Macross: Scrambled Valkyrie;Super Nintendo;Winkysoft;1993-01-01
Super Double Dragon;Super Nintendo;Technōs Japan Corporation;1992-10-01
Super Drift Out: World Rally Championships;Super Nintendo;;1995-02-24
Super Dropzone;Super Nintendo;;1994-12-01
Super F-1 Hero;Super Nintendo;Varie;1992-12-18
Super F1 Circus;Super Nintendo;;1992-07-24
Super F1 Circus 2;Super Nintendo;;
Super Famicom Wars;Super Nintendo;Intelligent Systems;1998-05-01
Super Family Gerende;Super Nintendo;;1998-02-01
Super Famista 2;Super Nintendo;;1993-01-01
Super Famista 3;Super Nintendo;;1994-01-01
Super Famista 4;Super Nintendo;;1995-03-03
Super Famista 5;Super Nintendo;;1996-01-01
Super Fire Pro Wrestling;Super Nintendo;Human Entertainment;1991-12-20
Super Fire Pro Wrestling 2;Super Nintendo;Human Entertainment;1992-12-25
Super Fire Pro Wrestling 3 Final Bout;Super Nintendo;Human Entertainment;1993-12-28
Super Fire Pro Wrestling Special;Super Nintendo;Human Entertainment;1994-12-22
Super Fire Pro Wrestling X Premium;Super Nintendo;Human Entertainment;1996-03-29
Super Fire Pro Wrestling: Queen's Special;Super Nintendo;;1995-06-30
Super Formation Soccer 94;Super Nintendo;Human Entertainment;1994-06-17
Super Formation Soccer 95: della Serie A;Super Nintendo;Human Entertainment;1995-03-31
Super Formation Soccer 96: World Club Edition;Super Nintendo;Human Entertainment;1996-03-29
Super Formation Soccer II;Super Nintendo;Human Entertainment;1993-06-11
Super Gachapon World: SD Gundam X;Super Nintendo;Bandai;1992-01-01
Super Genjin 2;Super Nintendo;Red Entertainment;1995-07-28
Super Ghouls 'n Ghosts;Super Nintendo;Capcom;1991-10-04
Super Goal! 2;Super Nintendo;Tose Co.;1992-09-01
Super Godzilla;Super Nintendo;;1993-12-22
Super Gomoku Narabe Renju;Super Nintendo;Kaga Create;1994-03-25
Super High Impact;Super Nintendo;;1991-01-01
Super Ice Hockey;Super Nintendo;;1994-03-25
Super Indy Champ;Super Nintendo;;1994-04-01
Super International Cricket;Super Nintendo;Krome Studios Melbourne;1994-01-01
Super Jinsei Game;Super Nintendo;;1994-03-18
Super Keirin;Super Nintendo;;1995-07-14
Super Kyosoba: Kaze no Sylphid;Super Nintendo;;
Super Kyotei;Super Nintendo;;1995-06-30
Super Mad Champ;Super Nintendo;Givro;1995-03-04
Super Mahjong Taikai;Super Nintendo;Koei;
Super Mario All-Stars;Super Nintendo;Nintendo / Nintendo Entertainment Analysis & Development;1993-07-14
Super Mario All-Stars + Super Mario World;Super Nintendo;;1994-12-01
Super Mario Bros. 3;Super Nintendo;Nintendo Entertainment Analysis & Development;1988-10-23
Super Mario Kart;Super Nintendo;Nintendo Entertainment Analysis & Development;1992-08-27
Super Mario RPG;Super Nintendo;Square;1996-03-09
Super Mario World;Super Nintendo;Nintendo Entertainment Analysis & Development;1990-11-21
Super Mario World 2: Yoshi's Island;Super Nintendo;Nintendo Entertainment Analysis & Development;1995-08-05
Super Metroid;Super Nintendo;Nintendo Research & Development 1;1994-03-19
Super Momotaro Dentetsu DX;Super Nintendo;;1995-12-08
Super Momotaro Dentetsu Ⅱ;Super Nintendo;;1991-12-20
Super Momotaro Dentetsu Ⅲ;Super Nintendo;;1994-01-01
Super Morph;Super Nintendo;Alchemy;1993-01-01
Super Ninja Boy;Super Nintendo;Culture Brain;1991-01-01
Super Okuman Chouja Game;Super Nintendo;;1995-11-24
Super Pinball: Behind the Mask;Super Nintendo;KAZe;1994-01-08
Super Play Action Football;Super Nintendo;Tose Co.;1992-08-01
Super Professional Baseball II;Super Nintendo;Tose Co.;1992-08-07
Super Punch-Out!!;Super Nintendo;Nintendo development teams;1994-09-14
Super R-Type;Super Nintendo;Irem;1991-07-13
Super R.B.I. Baseball;Super Nintendo;;
Super Robot Wars EX;Super Nintendo;;1994-01-01
Super Robot Wars Gaiden: Masō Kishin – The Lord of Elemental;Super Nintendo;Winkysoft;1996-01-01
Super Scope 6;Super Nintendo;Nintendo Research & Development 1;1992-01-01
Super Slam Dunk;Super Nintendo;Park Place Productions;1993-07-16
Super Slap Shot;Super Nintendo;;1993-08-06
Super Smash TV;Super Nintendo;;1992-01-01
Super Soccer;Super Nintendo;Human Entertainment;1991-12-13
Super Solitaire;Super Nintendo;Krome Studios Melbourne;1995-07-23
Super Star Wars;Super Nintendo;Code Mystics / Lucasfilm Games / Sculptured Software;1992-11-01
Super Star Wars: Return of the Jedi;Super Nintendo;Realtime Associates / Sculptured Software;1994-06-22
Super Star Wars: The Empire Strikes Back;Super Nintendo;Lucasfilm Games / Sculptured Software;1993-06-01
Super Street Fighter II: The New Challengers;Super Nintendo;Capcom;1993-09-10
Super Street Fighter II: The Tournament Battle;Super Nintendo;;1993-09-01
Super Strike Eagle;Super Nintendo;MicroProse;1993-11-25
Super SWIV;Super Nintendo;Eidos Interactive;1992-01-01
Super Tekkyu Fight!;Super Nintendo;;
Super Tennis;Super Nintendo;Tokyo Shoseki;1991-08-30
Super Tetris 3;Super Nintendo;;1994-01-01
Super Troll Islands;Super Nintendo;;1994-03-25
Super Trump Collection 2;Super Nintendo;;
Super Turrican;Super Nintendo;Factor 5;1993-01-01
Super Turrican 2;Super Nintendo;Factor 5;1995-01-01
Super Ultra Baseball 2;Super Nintendo;Culture Brain;1994-07-28
Super Valis IV;Super Nintendo;;1992-03-27
Super Wagan Land;Super Nintendo;;1991-12-13
Super Widget;Super Nintendo;;1993-01-01
Super Wrestle Angels;Super Nintendo;;1994-12-16
Super Ōzumō: Netsusen Daiichiban;Super Nintendo;Namco;1992-12-18
Sutobasu Yarō Shō;Super Nintendo;;1994-02-25
Sutte Hakkun;Super Nintendo;Nintendo Research & Development 2;1997-11-02
Suzuka 8 Hours;Super Nintendo;Arc System Works;1992-10-10
SWAT Kats: The Radical Squadron;Super Nintendo;Fortyfive;1995-08-01
SWIV;Super Nintendo;;1991-01-01
Sword World SFC;Super Nintendo;;1993-01-01
Syndicate;Super Nintendo;Bullfrog Productions;1993-06-06
Syvalion;Super Nintendo;Taito;1988-01-01
Tactical Soccer;Super Nintendo;;1995-04-21
Tactics Ogre: Let Us Cling Together;Super Nintendo;;1995-10-06
Tadaima Yuusha Boshuuchuu Okawari;Super Nintendo;Human Entertainment;1994-11-25
Taekwon-Do;Super Nintendo;;1994-06-28
Taiko Risshiden;Super Nintendo;Koei;1992-01-01
Take Yutaka G1 Memory;Super Nintendo;Gaps;1995-07-21
Takeda Nobuhiro no Super League Soccer;Super Nintendo;Tose Co.;1994-11-25
Tales of Phantasia;Super Nintendo;Namco Tales Studio;1995-12-15
Tarot Mystery;Super Nintendo;Ukiyotei;1995-04-28
Taz-Mania;Super Nintendo;NuFX;1992-12-25
Tecmo Super Baseball;Super Nintendo;Tecmo;1994-10-28
Tecmo Super Bowl;Super Nintendo;Tecmo;1991-12-13
Tecmo Super Bowl II: Special Edition;Super Nintendo;Tecmo;1994-12-20
Tecmo Super Bowl III: Final Edition;Super Nintendo;Tecmo;1995-08-04
Tecmo Super NBA Basketball;Super Nintendo;Tecmo;1992-12-25
Teenage Mutant Ninja Turtles IV: Turtles in Time;Super Nintendo;;1992-07-24
Teenage Mutant Ninja Turtles: Tournament Fighters;Super Nintendo;Konami;1993-09-01
Teenage Mutant Ninja Turtles: Turtles in Time;Super Nintendo;Konami;1991-03-01
Tenbu;Super Nintendo;;
Tenchi Muyo! Game Hen;Super Nintendo;Banpresto;1995-10-27
Tenchi wo Kurau: Sangokushi Gunyuuden;Super Nintendo;;
Tengai Makyō Zero;Super Nintendo;Red Entertainment;1995-12-22
Terminator 2;Super Nintendo;;1993-01-01
